entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
SENA REGIONAL CUNDINAMARCA Grupo de Apoyo Administrativo Mixto+,899999034,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.1706612,PSP-CMC-0005-2021,703914952,CO1.BDOS.1656640,PARQUE AUTOMOTOR,Prestación de servicios personales como apoyo en el desarrollo de actividades de  administración y preservación de los vehículos que están a cargo del Despacho Regional  así como el  apoyo  para realizar el desplazamiento de los Funcionarios y el  Director Regional en cumplimiento de las funciones y obligaciones misionales asignadas.,Fase de ofertas,2021-01-14T00:00:00.000,2021-01-14T00:00:00.000,,,,,2021-01-14T00:00:00.000,23552000,Contratación directa,Servicios profesionales y apoyo a la gestión,345,día(s),,,,No Aplica,DESPACHO REGIONAL CUNDINAMARCA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111612,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1655035,703914952,Fase de ofertas
UNIVERSIDAD DE PAMPLONA,890501510,Norte de Santander,Pamplona,Territorial,Centralizada,CO1.REQ.7338537,BS170-2024,702209743,CO1.BDOS.7201811,CONTRATAR LA PRESTACIÓN DEL SERVICIO LOGÍSTICO; CON EL FIN DE LLEVAR A CABO CADA UNA DE LAS ACTIVIDADES DEL CONTRATO # 2410311199;,"CONTRATAR LA PRESTACIÓN DEL SERVICIO LOGÍSTICO, CON EL FIN DE
LLEVAR A CABO CADA UNA DE LAS ACTIVIDADES DEL CONTRATO # 2410311199, CUYO
OBJETO ES REALIZAR DIPLOMADO PRESENCIAL EN TURISMO, TICS BÁSICO Y EMPRENDIMIENTO PARA PERSONAS CON DISCAPACIDAD Y CUIDADORES,
CELEBRADO ENTRE LA ALCALDÍA DE MANIZALES Y LA UNIVERSIDAD DE PAMPLONA,
NI1098.",Presentación de oferta,2024-12-18T00:00:00.000,2024-12-18T00:00:00.000,,,,,2024-12-18T00:00:00.000,113609300,Contratación régimen especial,Regla aplicable,10,día(s),,,,Pamplona,OFICINA DE CONTRATACIÓN,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.90111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7221775,702209743,Presentación de oferta
EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,844003225,Casanare,No Definido,Territorial,Centralizada,CO1.REQ.4458044,475 2023,703973412,CO1.BDOS.4357227,BRENNA JOHANA TOVAR BUENDIA,PRESTAR SERVICIOS COMO AUXILIAR PARA DESEMPEÑAR ACTIVIDADES EN LA CENTRAL TELEFONICA Y/O SIAC EN LA EMPRESA SOCIAL DEL ESTADO SALUD YOPAL.,Presentación de oferta,2023-05-01T00:00:00.000,2023-05-01T00:00:00.000,,,,,2023-05-01T00:00:00.000,9990000,Contratación régimen especial,Regla aplicable,185,día(s),,,,Yopal,REGIMEN ESPECIAL,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4360724,703973412,Presentación de oferta
ALCALDIA DE FLORENCIA CAUCA,800188492,Cauca,Florencia,Territorial,Centralizada,CO1.REQ.6177403,PCD-076-FLOR-CAU-2024,702224064,CO1.BDOS.6057108,SERVICIOS DE ASISTENCIA TÉCNICA PARA EL RECAUDO Y DEMÁS PROCESOS DE LA SECRETARÍA DE HACIENDA.,"PRESTACIÓN DE SERVICIOS DE ASISTENCIA TÉCNICA PARA EL RECAUDO Y DEMÁS PROCESOS DE LA SECRETARÍA DE HACIENDA DEL MUNICIPIO DE FLORENCIA, CAUCA.",Presentación de oferta,2024-05-02T00:00:00.000,2024-05-02T00:00:00.000,,,,,2024-05-02T00:00:00.000,5940000,Contratación directa,Servicios profesionales y apoyo a la gestión,90,día(s),,,,Florencia,ALCALDIA DE FLORENCIA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6065015,702224064,Presentación de oferta
MUNICIPIO DE YOPAL...,891855017,Casanare,Yopal,Territorial,Centralizada,CO1.REQ.4672146,MYCA-OAJ-CD-060-2023,702445891,CO1.BDOS.4568310,PRESTAR LOS SERVICIOS PROFESIONALES PARA ASESORAR AL MUNICIPIO DE YOPAL EN LOS DIFERENTES PROCESOS PRECONTRACTUALES EN LO QUE RESPECTA AL COMPONENTE JURÍDICO,PRESTAR LOS SERVICIOS PROFESIONALES PARA ASESORAR AL MUNICIPIO DE YOPAL EN LOS DIFERENTES PROCESOS PRECONTRACTUALES EN LO QUE RESPECTA AL COMPONENTE JURÍDICO,Presentación de oferta,2023-06-14T00:00:00.000,2023-06-14T00:00:00.000,,,,,2023-06-14T00:00:00.000,34283333,Contratación directa,Servicios profesionales y apoyo a la gestión,187,día(s),,,,No Aplica,CONTRATACION DIRECTA *,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4573921,702445891,Presentación de oferta
MUNICIPIO DE MANIZALES,890801053,Caldas,Manizales,Territorial,Centralizada,CO1.REQ.1614484,2011180525,705412617,CO1.BDOS.1566013,Anuar esfuerzos técnicos - administrativos - financieros,"Anuar esfuerzos técnicos, administrativos y financieros para el diseño metodológico del laboratorio de co-creacion y el desarrollo visual de la plataforma digital de innovación publica de la alcaldía de Manizales",Presentación de oferta,2020-11-18T00:00:00.000,2020-11-18T00:00:00.000,,,,,2020-11-18T00:00:00.000,20000000,Contratación Directa (con ofertas),Contratos o convenios Interadministrativos (con valor),28,día(s),2020-11-19T00:00:00.000,,2020-11-18T00:00:00.000,Manizales,Secretaria de Planeacion,130,1,3,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.892109,702092164,Caldas,Manizales,2020-11-19T00:00:00.000,20000000,Carlos Eduardo Mejia Giraldo,UNIVERSIDAD DE CALDAS,890801063,V1.81111707,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1564111,705412617,Adjudicado
EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL,846000253,Putumayo,Puerto Asís,Territorial,Centralizada,CO1.REQ.6066825,CJP-666-2024,718536097,CO1.BDOS.5947973,PRESTACIÓN DE SERVICIOS,PRESTACIÓN DE SERVICIOS PROFESIONALES DE ASESORÍA A LA GESTIÓN JURÍDICA DE LA ENTIDAD EN LOS PROCESOS DE DEFENSA JUDICIAL Y REPRESENTACIÓN EXTRAJUDICIAL DE LA ESE.,Presentación de oferta,2024-04-09T00:00:00.000,2024-04-09T00:00:00.000,,,,,2024-04-09T00:00:00.000,10500000,Contratación régimen especial,Regla aplicable,82,día(s),,,,Puerto Asís,AREA JURÍDICA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80121700,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5955261,718536097,Presentación de oferta
ESAP TERRITORIAL BOLIVAR,800248529,Bolívar,Cartagena,Nacional,Centralizada,CO1.REQ.2664614,BOL-07-0039-2022,704469501,CO1.BDOS.2591534,CARLOS ANDRES BAQUERO FRIAS,"Prestar servicios profesionales para orientar y ejecutar temáticamente el desarrollo y acompañamiento en el componente de planeación y ordenamiento territorial, en el marco del Programa Integral de Fortalecimiento Académico y Territorial de la ESAP en la Territorial No.7",Fase de ofertas,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,,,,,2022-01-18T00:00:00.000,28472520,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,Cartagena,TERRITORIAL BOLIVAR,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93151500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2591942,704469501,Fase de ofertas
E.S.E. HOSPITAL SAN JUAN DE DIOS DE SANTA FE DE ANTIOQUIA,8909822641,Antioquia,Santafé De Antioquia,Territorial,Centralizada,CO1.REQ.4613221,C120-2023,718393291,CO1.BDOS.4509382,CARSERVICE AUTOMOTRIZ S.A.S.,Prestación de Servicios de mantenimiento Preventivo y correctivo de los vehículos de propiedad la ESE Hospital San Juan de Dios del Municipio de Santa Fe de Antioquia.,Presentación de oferta,2023-06-02T00:00:00.000,2023-06-02T00:00:00.000,,,,,2023-06-02T00:00:00.000,110000000,Contratación régimen especial,Regla aplicable,5,Mes(es),,,,Santafé De Antioquia,EQUIPO DE CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.78181500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4514998,718393291,Presentación de oferta
Rama Judicial- Dirección Seccional de Administración Judicial de Bogotá,800165862,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.3685875,DESAJBO-CD-305-2022,700583172,CO1.BDOS.3578222,ARRENDAMIENTO NILO,"Arrendamiento del inmueble ubicado en la Calle 3 No. 1-65 en el Municipio de Nilo - Cundinamarca, el cual consta de un área de 280 mts2, con matrícula Inmobiliaria No 307-8142, para el funcionamiento del Juzgado Promiscuo Municipal, Archivo y Sala de Audiencias a cargo de la Dirección Ejecutiva Seccional Bogotá - Cundinamarca y Amazonas",Presentación de oferta,2022-12-01T00:00:00.000,2022-12-01T00:00:00.000,,,,,2022-12-01T00:00:00.000,46103763,Contratación directa,Arrendamiento de inmuebles,44,Mes(es),,,,Bogotá,Asuntos Legales,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80131500,Abierto,Arrendamiento de inmuebles,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3599867,700583172,Presentación de oferta
INSTITUCION EDUCATIVO MUNICIPAL SAN FRANCISCO DE ASÍS,814006542,Nariño,Pasto,Territorial,Centralizada,CO1.REQ.3699906,R-E 2022 -018,707766010,CO1.BDOS.3604930,CONTRATO DE SUMINISTRO DE TINTAS RICOH PARA EQUIPOS DE  COPIADO,"CONTRATO DE SUMINISTRO DE TINTAS RICOH PARA EQUIPOS DE 
COPIADO DE LA IEM SAN FRANCISCO DE ASÍS DEL MUNICIPIO DE 
PASTO.",Presentación de oferta,2022-12-05T00:00:00.000,2022-12-05T00:00:00.000,,,,,2022-12-05T00:00:00.000,390000,Contratación régimen especial,Decreto 092 de 2017,5,día(s),,,,Pasto,OFICINA DE CONTRATACION DE LA I.E SAN FRANCISCO DE ASIS,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.44103100,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3612795,707766010,Presentación de oferta
DEFENSORÍA DEL PUEBLO,800186061,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2584839,CD-DP-347-2022,702541384,CO1.BDOS.2511142,PRESTACION DE SERVICIOS PROFESIONALES COMO ABOGADO; PARA LA REPRESENTACION JUDICIAL O EXTRAJUDICIAL,"Prestación de servicios profesionales de abogado para la representación judicial, extrajudicial y las demás que disponga la ley en favor de los usuarios del servicio de defensoría pública; así como la promoción, defensa, ejercicio y divulgación de los derechos humanos.",Fase de ofertas,2022-01-13T00:00:00.000,2022-01-13T00:00:00.000,,,,,2022-01-13T00:00:00.000,54901575,Contratación directa,Servicios profesionales y apoyo a la gestión,345,día(s),,,,No Aplica,Contratación Defensoría Pública,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93151514,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2543995,702541384,Fase de ofertas
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS /,800080586,Antioquia,Segovia,Territorial,Centralizada,CO1.REQ.10260890,32784,703971408,CO1.BDOS.10091061,COMPRA DE MEDICAMENTOS,COMPRA DE MEDICAMENTOS,Presentación de oferta,2026-03-12T00:00:00.000,2026-03-12T00:00:00.000,,,,,2026-03-12T00:00:00.000,1030296,Contratación régimen especial,Decreto 092 de 2017,30,día(s),,,,Segovia,ESE HOSPITAL SAN JUAN DE DIOS,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.51102310,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10118457,703971408,Presentación de oferta
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.4706898,4164.010.32.1.898.2023,702364142,CO1.BDOS.4602903,JUAN CARLOS VALENCIA ARIZABALETA,"Prestación de Servicios De Apoyo A La Gestión a la Secretaría de Paz y Cultura Ciudadana, dentro del proyecto denominado: Fortalecimiento de estrategias de corresponsabilidad para la vida, la paz y la cultura ciudadana en Santiago de Cali",Presentación de oferta,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,,,,,2023-06-21T00:00:00.000,15770000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),,,,Cali,Secretaria de Paz y Cultura Ciudadana,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4608561,702364142,Presentación de oferta
MUNICIPIO DE SINCELEJO,800104062,Sucre,Sincelejo,Territorial,Centralizada,CO1.REQ.1396111,CPS 880-2020,706481892,CO1.BDOS.1355110,BRINDAR APOYO EN EL MEJORAMIENTO DEL PROCESO DE ENSEÑANZA  APRENDIZAJE EN NIÑOS; NIÑAS Y JÓVENES CON BARRERAS PARA EL APRENDIZAJE,"BRINDAR APOYO EN EL MEJORAMIENTO DEL PROCESO DE ENSEÑANZA  APRENDIZAJE EN NIÑOS, NIÑAS Y JÓVENES CON BARRERAS PARA EL APRENDIZAJE MATRICULADOS EN LOS ESTABLECIMIENTOS EDUCATIVOS OFICIALES DEL MUNICIPIO DE SINCELEJO",Presentación de oferta,2020-07-23T00:00:00.000,2020-07-23T00:00:00.000,,,,,2020-07-23T00:00:00.000,12600000,Contratación directa,Servicios profesionales y apoyo a la gestión,135,día(s),,,,No Aplica,Oficina Jurídica,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1352391,706481892,Presentación de oferta
ALCALDIA  MUNICIPIO DE IBAGUE*,800113389,Tolima,Ibagué,Territorial,Centralizada,CO1.REQ.9369180,AI-CD-PSN-3359-2025,700787393,CO1.BDOS.9199551,PRESTACION DE SERVICIOS,"GOB 480: PRESTACIÓN DE SERVICIOS PROFESIONALES PARA FORTALECER LOS PROCESOS, PROGRAMAS Y ACTIVIDADES DE LA SECRETARÍA DE GOBIERNO EN EL MARCO DEL PROYECTO FORTALECIMIENTO DEL SERVICIO DE JUSTICIA ADMINISTRATIVA EN EL MUNICIPIO DE IBAGUÉ.",Presentación de oferta,2025-12-01T00:00:00.000,2025-12-01T00:00:00.000,,,,,2025-12-01T00:00:00.000,4833333,Contratación directa,Servicios profesionales y apoyo a la gestión,29,día(s),,,,No Aplica,SECRETARIA GOBIERNO 2026,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9227005,700787393,Presentación de oferta
ALCALDIA MUNICIPAL DE LA LLANADA,8001498940,Nariño,La Llanada,Territorial,Centralizada,CO1.REQ.8689754,CD_172-2025,709823447,CO1.BDOS.8535707,CONTRATO PRESTACIÓN DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTION COMO TALLERISTA DE TÉCNICA INSTRUMENTAL EN TROMPETA Y EUFONIO PARA LA BANDA DE MÚSICA SIETE DE SEPTIEMBRE DEL MUNICIPIO DE LA LLA,CONTRATO PRESTACIÓN DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTION COMO TALLERISTA DE TÉCNICA INSTRUMENTAL EN TROMPETA Y EUFONIO PARA LA BANDA DE MÚSICA SIETE DE SEPTIEMBRE DEL MUNICIPIO DE LA LLANADA - NARIÑO EN EL MARCO DEL PROYECTO LA LLANADA VIVE LA MÚSICA.,Presentación de oferta,2025-08-05T00:00:00.000,2025-08-05T00:00:00.000,,,,,2025-08-05T00:00:00.000,4000000,Contratación directa,Servicios profesionales y apoyo a la gestión,25,día(s),,,,La Llanada,CONTRATACION DIRECTA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8557481,709823447,Presentación de oferta
CORPORACIÓN AUTÓNOMA DEL RÍO GRANDE DE LA MAGDALENA**,829000127,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6500014,CPS 0-463-2024,700568074,CO1.BDOS.6375407,PRESTAR SUS SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO EN LA SECRETARIA GENERAL EN TEMAS RELACIONADOS CON ASPECTOS  FINANCIEROS,PRESTAR SUS SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO EN LA SECRETARIA GENERAL EN TEMAS RELACIONADOS CON ASPECTOS FINANCIEROS,Presentación de oferta,2024-07-10T00:00:00.000,2024-07-10T00:00:00.000,,,,,2024-07-10T00:00:00.000,56666667,Contratación directa,Servicios profesionales y apoyo a la gestión,170,día(s),,,,No Aplica,OFICINA ASESORA JURÍDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6385362,700568074,Presentación de oferta
ICBF REGIONAL CAUCA,899999239,Cauca,Popayán,Nacional,Centralizada,CO1.REQ.4040105,ICBF-CA-168707-2023CAU,704198639,CO1.BDOS.3944142,CONTRATO DE APORTE PRIMERA INFANCIA,"PRESTAR LOS SERVICIOS DE EDUCACIÓN INICIAL EN EL MARCO DE LA ATENCIÓN INTEGRAL EN CENTROS DE
DESARROLLO INFANTIL -CDI- DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD
INSTITUCIONAL, EL LINEAMIENTO TÉCNICO PARA LA ATENCIÓN A LA PRIMERA INFANCIA Y LAS DIRECTRICES
ESTABLECIDAS POR EL ICBF, EN ARMONÍA CON LA POLÍTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA
PRIMERA INFANCIA, DE CERO A SIEMPRE",Presentación de oferta,2023-02-07T00:00:00.000,2023-02-07T00:00:00.000,,,,,2023-02-07T00:00:00.000,461626375,Contratación régimen especial,Regla aplicable,264,día(s),,,,No Aplica,GRUPO JURIDICO - CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93141500,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3946006,704198639,Presentación de oferta
GOBERNACION DEL CASANARE,892099216,Casanare,Yopal,Territorial,Centralizada,CO1.REQ.8591450,CAS-SH-CDPSAG-0065-2025,706091220,CO1.BDOS.8439009,BRINDAR APOYO CON LA ORGANIZACIÓN; CLASIFICACIÓN Y REGISTRO DE LOS SOPORTES DOCUMENTALES ASOCIADOS AL ARCHIVO DE GESTIÓN DE LA DIRECCIÓN DE PRESUPUESTO COMO FORTALECIMIENTO AL CUMPLIMIENTO DE LA META,"BRINDAR APOYO CON LA ORGANIZACIÓN, CLASIFICACIÓN Y REGISTRO DE LOS SOPORTES DOCUMENTALES ASOCIADOS AL ARCHIVO DE GESTIÓN DE LA DIRECCIÓN DE PRESUPUESTO COMO FORTALECIMIENTO AL CUMPLIMIENTO DE LA META PARA LA VIGENCIA 2025 LA CUAL ES 7 SISTEMAS DE GESTION DOCUMENTAL MPLEMENTADOS, ASOCIADA AL PROYECTO DE INVERSION FORTALECIMIENTO DE LA GESTIÓN DE LAS FINANZAS PÚBLICAS EN EL DEPARTAMENTO DE CASANARE CON CODIGO BPIN 2024005850102.",Presentación de oferta,2025-07-18T00:00:00.000,2025-07-18T00:00:00.000,,,,,2025-07-18T00:00:00.000,13878605,Contratación directa,Servicios profesionales y apoyo a la gestión,150,día(s),,,,No Aplica,UNIDADJURIDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8461157,706091220,Presentación de oferta
GOBERNACIÓN DE LA GUAJIRA,8921150151,La Guajira,Riohacha,Territorial,Centralizada,CO1.REQ.3180516,CD OPS 692 DE 2022,702594383,CO1.BDOS.3096212,CD OPS 692 DE 2022,"PRESTACIÓN DE SERVICIO COMO PROFESIONAL ESPECIALIZADO PARA APOYAR LA DIMENSIÓN DE CONVIVENCIA SOCIAL Y SALUD MENTAL, EN SUS POLITICAS DE SALUD MENTAL Y PREVENCIÓN DEL CONSUMO DE SUSTANCIAS PSICOACTIVAS EN EL MARCO DEL PLAN TERRITORIAL DE SALUD DEPARTAMENTAL",Presentación de oferta,2022-08-02T00:00:00.000,2022-08-02T00:00:00.000,,,,,2022-08-02T00:00:00.000,19350000,Contratación directa,Servicios profesionales y apoyo a la gestión,135,día(s),,,,Riohacha,Gobernación de La Guajira,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.86101705,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3098231,702594383,Presentación de oferta
PUNTO ESTRATÉGICO RED DE CONSULTORES S.A.S.,900343420,Atlántico,Barranquilla,Territorial,Centralizada,CO1.REQ.8301381,PE - SGR -085 - 2025,723949053,CO1.BDOS.7820341,CONVENIO DE COOPERACIÓN PROTOTIPADO MILTON CESAR LOPEZ COBOS,CONVENIO DE COOPERACIÓN PROTOTIPADO MILTON CESAR LOPEZ COBOS - PROYECTO SGR BPIN 2023000100040.,Presentación de oferta,2025-05-22T00:00:00.000,2025-05-22T00:00:00.000,,,,,2025-05-21T00:00:00.000,10000000,Contratación régimen especial,Regla aplicable,155,día(s),,,,Barranquilla,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80141600,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8175480,723949053,Presentación de oferta
ALCALDÍA MUNICIPIO DE PALMIRA,891380007,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.2115414,MP-SE-MC-SU-31-2021,700088016,CO1.BDOS.2058021,Suministro piezas graficas,"Suministro piezas gráficas, para habilitar las Instituciones Educativas Oficiales de Palmira, dando cumplimiento a los protocolos de bioseguridad establecidos por el Ministerio de Salud y Protección Social como al Plan de Alternancia del Municipio de Palmira",Presentación de oferta,2021-06-28T00:00:00.000,2021-06-28T00:00:00.000,,,,,2021-06-28T00:00:00.000,53019546,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,2,Mes(es),2021-07-02T00:00:00.000,2021-07-02T00:00:00.000,2021-07-02T00:00:00.000,Palmira,SECRETARIA DE EDUCACION,0,0,39,0,23,0,0,23,0,Seleccionado,70,Si,CO1.AWD.1063722,700930266,No Definido,No Definido,2021-07-13T00:00:00.000,39070080,Gloria Marcela Parra García,ALIADOS DE COLOMBIA SAS,No Definido,V1.55121907,Cerrado,Suministros,No Definido,"V155121702, V155121718",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2058617,700088016,Adjudicado
